tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
29052,2,29052,Copidosoma,,eukaryota,FALSE,119218.1084,100,10.26430453,1.526375585,5,,,91.0964,47.4,10^-13.8927,0.0342639,0.145369,,,100,11.90572956,39,2,24,56.3068,54.4324,10^0.224055,,,,,[29053]
29053,1,29052,Copidosoma floridanum,,eukaryota,FALSE,119218.1084,100,10.26430453,1.526375585,5,,,91.0964,47.4,10^-13.8927,0.0342639,0.145369,,,100,11.90572956,39,2,24,56.3068,54.4324,10^0.224055,,,,,
4836,2,4836,Phycomyces,,eukaryota,FALSE,119057.2956,100,100,11.90572956,39,,,94.5891,40.8056,10^-12.3115,,,,,-100,0,0,,,0,0,10^0,0.00961987,0.0408136,,,[4837]
4837,1,4836,Phycomyces blakesleeanus,,eukaryota,FALSE,119057.2956,100,100,11.90572956,39,,,94.5891,40.8056,10^-12.3115,,,,,-100,0,0,,,0,0,10^0,0.00961987,0.0408136,,,
72358,2,72358,Trachipleistophora,,eukaryota,FALSE,116004.5445,100,,,,,,,,,,,,,100,11.60045445,38,2,38,27.0436,88.5556,10^0.261083,,,,,[72359]
72359,1,72358,Trachipleistophora hominis,,eukaryota,FALSE,116004.5445,100,,,,,,,,,,,,,100,11.60045445,38,2,38,27.0436,88.5556,10^0.261083,,,,,
209,2,209,Helicobacter,,bacteria,FALSE,111656.147,99,99,18.92705725,62,,,89.6239,49.4107,10^-13.4886,0.0342639,0.145369,,,0.576660692,0.305275117,1,,,90.9,33,10^5.33e-09,0.124808,0.312952,,,"[210, 1591088, 214]"
210,1,209,Helicobacter pylori,,bacteria,FALSE,111656.147,87.96435975,87.96435975,12.82155491,42,,,85.9557,54.8158,10^-14.0978,0.0342639,0.145369,,,-100,0,0,,,0,0,10^0,0.115189,0.314038,,,
1591088,1,209,Helicobacter himalayensis,,bacteria,FALSE,60444.47316,100,100,6.10550234,20,,,97.368,38,10^-12.2026,,,,,,,,,,,,,,,,,
214,1,209,Helicobacter felis,,bacteria,FALSE,17.60401603,100,,,,,,,,,,,,,100,0.305275117,1,,,90.9,33,10^5.33e-09,,,,,
1335631,2,1335631,Frischella,,bacteria,FALSE,109912.1788,100,100,10.98990421,36,1,20,96.8674,197.382,10^-97.9361,,,,,3.787356798,0.915825351,3,,,88.7,32,10^1.265e-06,0.0536563,0.227644,,,[1267021]
1267021,1,1335631,Frischella perrara,,bacteria,FALSE,109912.1788,100,100,10.98990421,36,1,20,96.8674,197.382,10^-97.9361,,,,,3.787356798,0.915825351,3,,,88.7,32,10^1.265e-06,0.0536563,0.227644,,,
-201980416,2,-201980416,non-genus-specific reads in family Peribunyaviridae,,viruses,FALSE,109899.0421,100,100,5.494952106,18,,,95.1726,153.889,10^-66.491,,,,,100,5.494952106,18,,,96.5497,49.6111,10^1.18736e-06,,,,,[1973453]
1973453,1,-201980416,Duke bunyavirus,,viruses,FALSE,109899.0421,100,100,5.494952106,18,1,5,95.1726,153.889,10^-66.491,,,,,100,5.494952106,18,1,5,96.5497,49.6111,10^1.18736e-06,,,,,
490731,2,490731,Kwoniella,,eukaryota,FALSE,109709.2731,97.12928847,97.12928847,11.60045445,38,,,83.4846,74.1944,10^-20.5531,0.0280825,0.119144,,,-0.127468465,0.305275117,1,,,100,32,10^9.81e-11,0.366603,0.481122,,,"[453459, 1734106, 89924]"
453459,1,490731,Kwoniella pini,,eukaryota,FALSE,109709.2731,100,100,11.29517933,37,,,83.2725,75.0571,10^-20.7935,,,,,,,,,,,,,,,,,
1734106,1,490731,Kwoniella shandongensis,,eukaryota,FALSE,2965.11549,100,100,0.305275117,1,,,90.909,44,10^-12.1389,,,,,,,,,,,,,,,,,
89924,1,490731,Kwoniella heveanensis,,eukaryota,FALSE,0.011199688,0.287813904,,,,,,,,,,,,,0.287813904,0.305275117,1,,,100,32,10^9.81e-11,0.199199,0.368558,,,
5931,2,5931,Ichthyophthirius,,eukaryota,FALSE,107772.8009,100,99,10.68462909,35,,,89.2483,59.0909,10^-17.7815,0.017132,0.0726847,,,100,0.305275117,1,,,60,30,10^0.000133,,,,,[5932]
5932,1,5931,Ichthyophthirius multifiliis,,eukaryota,FALSE,107772.8009,100,99,10.68462909,35,,,89.2483,59.0909,10^-17.7815,0.017132,0.0726847,,,100,0.305275117,1,,,60,30,10^0.000133,,,,,
4910,2,4910,Kluyveromyces,,eukaryota,FALSE,107712.0512,99,-100,0,0,,,0,0,10^0,0.0517498,0.219556,,,99,10.98990421,36,2,35,48.6776,28.7429,10^0.697143,0.00961987,0.0408136,,,[4911]
4911,1,4910,Kluyveromyces marxianus,,eukaryota,FALSE,107712.0512,99,-100,0,0,,,0,0,10^0,0.0517498,0.219556,,,99,10.98990421,36,2,35,48.6776,28.7429,10^0.697143,0.00961987,0.0408136,,,
1825023,2,1825023,Candidatus Nitrosotenuis,,archaea,FALSE,106846.2909,100,100,10.68462909,35,,,79.4795,88.5161,10^-22.9471,,,,,,,,,,,,,,,,,[1603555]
1603555,1,1825023,Candidatus Nitrosotenuis cloacae,,archaea,FALSE,106846.2909,100,100,10.68462909,35,,,79.4795,88.5161,10^-22.9471,,,,,,,,,,,,,,,,,
10260,2,10260,Avipoxvirus,,viruses,FALSE,106846.2909,100,100,20.45343284,67,,,92.061,39.5079,10^-10.2586,,,,,,,,,,,,,,,,,"[2670734, 44088]"
2670734,1,10260,Magpiepox virus,,viruses,FALSE,106846.2909,100,100,10.68462909,35,,,91.9068,40.0312,10^-10.4445,,,,,,,,,,,,,,,,,
44088,1,10260,Canarypox virus,,viruses,FALSE,97688.03743,100,100,9.768803743,32,,,92.2201,38.9677,10^-10.0667,,,,,,,,,,,,,,,,,
13390,2,13390,Camponotus,carpenter ants,eukaryota,FALSE,105078.0252,61.16688081,-100,0,0,,,0,0,10^0,0.131668,0.448525,,,61.16688081,28.08531076,92,2,15,89.3474,30.0899,10^0.0294203,0.160917,0.456528,,,[104421]
104421,1,13390,Camponotus floridanus,Florida carpenter ant,eukaryota,FALSE,105078.0252,61.16688081,-100,0,0,,,0,0,10^0,0.131668,0.448525,,,61.16688081,28.08531076,92,2,15,89.3474,30.0899,10^0.0294203,0.160917,0.456528,,,
84507,2,84507,Ceratosolen,,eukaryota,FALSE,103793.5398,100,100,0.915825351,3,,,89.7167,74.3333,10^-27.2481,,,,,100,9.463528626,31,1,7,80.9062,31.7586,10^0.022262,,,,,[142686]
142686,1,84507,Ceratosolen solmsi,,eukaryota,FALSE,103793.5398,100,100,0.915825351,3,,,89.7167,74.3333,10^-27.2481,,,,,100,9.463528626,31,1,7,80.9062,31.7586,10^0.022262,,,,,
3980,2,3980,Hevea,,eukaryota,FALSE,98309.5105,71.49600725,71.49600725,19.23233237,63,,,92.6989,43.2037,10^-12.6985,0.114872,0.267392,,,,,,,,,,,,,,,[3981]
3981,1,3980,Hevea brasiliensis,rubber tree,eukaryota,FALSE,98309.5105,71.49600725,71.49600725,19.23233237,63,,,92.6989,43.2037,10^-12.6985,0.114872,0.267392,,,,,,,,,,,,,,,
72766,2,72766,Formica,,eukaryota,FALSE,97688.10173,100,0.458930902,0.305275117,1,,,100,100,10^-55.6982,0.103586,0.439476,,,100,9.768803743,32,,,98,30.1613,10^7.26712e-07,,,,,[72781]
72781,1,72766,Formica exsecta,,eukaryota,FALSE,97688.10173,100,0.458930902,0.305275117,1,,,100,100,10^-55.6982,0.103586,0.439476,,,100,9.768803743,32,,,98,30.1613,10^7.26712e-07,,,,,
3754,2,3754,Prunus,,eukaryota,FALSE,97053.92994,99,77.3445651,32.96971263,108,1,4,90.3027,96.3069,10^-37.4944,0.306252,0.422311,,,99,34.1908131,112,2,12,82.485,34.1215,10^0.0337212,0.153317,0.258915,,,"[3755, 3759, 102107, 42229, 36596, 3760]"
3755,1,3754,Prunus dulcis,almond,eukaryota,FALSE,97053.92994,51.13812526,39.03255997,16.79013143,55,,,90.0108,84.4314,10^-33.5124,0.306252,0.422311,,,51.13812526,9.158253509,30,,,92.2577,37.0385,10^1.41066e-05,0.0576616,0.177961,,,
3759,1,3754,Prunus yedoensis,,eukaryota,FALSE,81600.03877,100,,,,,,,,,,,,,100,8.242428158,27,2,12,64.8188,35.7308,10^0.138726,,,,,
102107,1,3754,Prunus mume,Japanese apricot,eukaryota,FALSE,74044.87775,100,100,4.884401872,16,1,4,89.883,128.375,10^-46.8208,,,,,100,3.663301404,12,,,84.475,32.25,10^6.54919e-05,,,,,
42229,1,3754,Prunus avium,sweet cherry,eukaryota,FALSE,60540.14814,100,100,5.189676989,17,,,91.2675,85.1765,10^-34.7159,,,,,42.18916987,4.884401872,16,,,83.575,32.25,10^2.64089e-07,0.0355162,0.114932,,,
36596,1,3754,Prunus armeniaca,apricot,eukaryota,FALSE,56761.16296,100,100,0.305275117,1,,,92.857,56,10^-20.2684,,,,,100,5.494952106,18,,,90.2222,32.0556,10^1.56828e-06,,,,,
3760,1,3754,Prunus persica,peach,eukaryota,FALSE,49938.30007,100,100,5.800227223,19,,,90.4679,116.438,10^-44.8894,,,,,18.6643105,2.747476053,9,,,85.2222,31,10^1.08064e-05,0.0342639,0.145369,,,
103971,2,103971,Fitzroya,,eukaryota,FALSE,94635.28626,100,100,9.463528626,31,,,94.5412,37.2963,10^-10.3047,,,,,,,,,,,,,,,,,[103972]
103972,1,103971,Fitzroya cupressoides,,eukaryota,FALSE,94635.28626,100,100,9.463528626,31,,,94.5412,37.2963,10^-10.3047,,,,,,,,,,,,,,,,,
35571,2,35571,Bradysia,,eukaryota,FALSE,94635.28626,100,100,1.221100468,4,,,89.1835,71.5,10^-24.6515,,,,,100,8.242428158,27,1,20,53.2822,28.4815,10^0.488889,,,,,[38358]
38358,1,35571,Bradysia coprophila,,eukaryota,FALSE,94635.28626,100,100,1.221100468,4,,,89.1835,71.5,10^-24.6515,,,,,100,8.242428158,27,1,20,53.2822,28.4815,10^0.488889,,,,,
2733301,2,2733301,Vespertilionpoxvirus,,viruses,FALSE,91582.53509,100,100,9.158253509,30,,,92.5366,41.6667,10^-11.7831,,,,,,,,,,,,,,,,,[1329402]
1329402,1,2733301,Eptesipox virus,,viruses,FALSE,91582.53509,100,100,9.158253509,30,,,92.5366,41.6667,10^-11.7831,,,,,,,,,,,,,,,,,
286114,2,286114,Synchytrium,,eukaryota,FALSE,91582.53509,100,100,0.305275117,1,,,75.472,106,10^-24.1084,,,,,100,9.158253509,30,2,29,32.6422,60,10^0.818001,,,,,"[1806994, 286115]"
1806994,1,286114,Synchytrium microbalum,,eukaryota,FALSE,91582.53509,100,100,0.305275117,1,,,75.472,106,10^-24.1084,,,,,100,8.852978392,29,2,29,31.5436,61,10^0.846207,,,,,
286115,1,286114,Synchytrium endobioticum,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,64.5,31,10^3.97e-05,,,,,
3867,2,3867,Lotus,,eukaryota,FALSE,91582.53509,100,100,6.716052574,22,,,92.7269,85.3182,10^-37.9113,,,,,100,2.442200936,8,,,92.4875,32,10^3.15607e-06,,,,,[34305]
34305,1,3867,Lotus japonicus,,eukaryota,FALSE,91582.53509,100,100,6.716052574,22,,,92.7269,85.3182,10^-37.9113,,,,,100,2.442200936,8,,,92.4875,32,10^3.15607e-06,,,,,
6525,2,6525,Biomphalaria,,eukaryota,FALSE,91582.53509,100,100,8.547703275,28,,,81.8573,79.1071,10^-20.5481,,,,,100,0.610550234,2,,,98.5,31.5,10^3.897e-13,,,,,[6526]
6526,1,6525,Biomphalaria glabrata,,eukaryota,FALSE,91582.53509,100,100,8.547703275,28,,,81.8573,79.1071,10^-20.5481,,,,,100,0.610550234,2,,,98.5,31.5,10^3.897e-13,,,,,
3640,2,3640,Theobroma,,eukaryota,FALSE,89509.59707,100,53.56581738,8.852978392,29,,,93.5,69.1538,10^-28.3939,0.0539894,0.164265,,,100,6.410777457,21,1,9,62.6884,48.65,10^0.207,,,,,[3641]
3641,1,3640,Theobroma cacao,cacao,eukaryota,FALSE,89509.59707,100,53.56581738,8.852978392,29,,,93.5,69.1538,10^-28.3939,0.0539894,0.164265,,,100,6.410777457,21,1,9,62.6884,48.65,10^0.207,,,,,
5579,2,5579,Aureobasidium,,eukaryota,FALSE,89138.55558,34.03503324,34.03503324,45.18071731,148,,,97.6659,97.1111,10^-50.7383,1.08663,1.29555,,,16.37293696,42.12796614,138,2,22,88.7148,34.0896,10^0.0387331,1.69156,2.46971,,,"[5580, 1042127, 559561, 46634]"
5580,1,5579,Aureobasidium pullulans,,eukaryota,FALSE,89138.55558,49.7705582,49.7705582,43.04379149,141,,,97.8561,97.5401,10^-51.2581,0.720601,0.850366,,,27.27819038,36.32773892,119,1,10,94.4105,31.3739,10^0.0273932,0.779074,1.30319,,,
1042127,1,5579,Aureobasidium subglaciale,,eukaryota,FALSE,1490.826362,16.56425203,3.997814087,1.221100468,4,,,94.4443,81.25,10^-36.7597,0.139248,0.270611,,,16.56425203,4.884401872,16,1,12,46.7985,53.875,10^0.1275,0.0685278,0.290739,,,
559561,1,5579,Aureobasidium namibiae,,eukaryota,FALSE,73.35777462,2.588503977,1.523309931,0.915825351,3,,,93.2777,98.6667,10^-45.6401,0.226782,0.452333,,,2.588503977,0.610550234,2,,,90.9,33,10^2.4725e-11,0.0836939,0.203537,,,
46634,1,5579,Aureobasidium melanogenum,,eukaryota,FALSE,-1.688769964,-0.337872231,,,,,,,,,,,,,-0.337872231,0.305275117,1,,,100,32,10^7.83e-06,0.760264,1.34663,,,
143947,2,143947,Diuraphis,,eukaryota,FALSE,88529.78392,100,100,8.852978392,29,,,87.5911,65.5517,10^-20.943,,,,,,,,,,,,,,,,,[143948]
143948,1,143947,Diuraphis noxia,Russian wheat aphid,eukaryota,FALSE,88529.78392,100,100,8.852978392,29,,,87.5911,65.5517,10^-20.943,,,,,,,,,,,,,,,,,
10194,2,10194,Brachionus,,eukaryota,FALSE,88529.78392,100,100,8.852978392,29,,,88.0874,51.087,10^-14.0729,,,,,,,,,,,,,,,,,[104777]
104777,1,10194,Brachionus calyciflorus,,eukaryota,FALSE,88529.78392,100,100,8.852978392,29,,,88.0874,51.087,10^-14.0729,,,,,,,,,,,,,,,,,
5230,2,5230,Auricularia,,eukaryota,FALSE,88529.78392,100,,,,,,,,,,,,,100,8.852978392,29,,,70.4036,29.9286,10^2.43519e-06,,,,,[1331295]
1331295,1,5230,Auricularia subglabra,,eukaryota,FALSE,88529.78392,100,,,,,,,,,,,,,100,8.852978392,29,,,70.4036,29.9286,10^2.43519e-06,,,,,
2737,2,2737,Vagococcus,,bacteria,FALSE,85477.03275,100,100,8.852978392,29,,,83.5745,81.7857,10^-24.6662,,,,,100,0.305275117,1,,,62.5,32,10^3.21e-05,,,,,"[519472, 633807, 2738]"
519472,1,2737,Vagococcus teuberi,,bacteria,FALSE,85477.03275,100,100,8.547703275,28,,,83.2586,83.4074,10^-25.2295,,,,,,,,,,,,,,,,,
633807,1,2737,Vagococcus penaei,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,92.105,38,10^-9.45781,,,,,,,,,,,,,,,,,
2738,1,2737,Vagococcus fluvialis,,bacteria,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,62.5,32,10^3.21e-05,,,,,
6278,2,6278,Brugia,,eukaryota,FALSE,83102.61395,100,100,8.242428158,27,,,91.1745,51.5,10^-14.5542,,,,,3.174337451,6.10550234,20,1,8,92.6508,37.3,10^5.47226e-05,0.660847,1.71521,,,"[6279, 42155]"
6279,1,6278,Brugia malayi,,eukaryota,FALSE,83102.61395,100,100,8.242428158,27,,,91.1745,51.5,10^-14.5542,,,,,100,2.136925819,7,,,94.8571,26.8571,10^6.98259e-05,,,,,
42155,1,6278,Brugia timori,,eukaryota,FALSE,24.29408467,1.928469121,,,,,,,,,,,,,1.928469121,3.968576521,13,1,8,91.4628,42.9231,10^4.65901e-05,0.660847,1.71521,,,
1922209,2,1922209,Triatovirus,,viruses,FALSE,82424.28158,100,100,4.273851638,14,,,98.4167,100,10^-53.5253,,,,,100,3.968576521,13,,,99.4545,32.7273,10^8.05937e-12,,,,,[92395]
92395,1,1922209,Black queen cell virus,,viruses,FALSE,82424.28158,100,100,4.273851638,14,,,98.4167,100,10^-53.5253,,,,,100,3.968576521,13,,,99.4545,32.7273,10^8.05937e-12,,,,,
212512,2,212512,Globobulimina,,eukaryota,FALSE,82424.28158,100,100,8.242428158,27,,,93.9316,52.6667,10^-19.0947,,,,,,,,,,,,,,,,,[313609]
313609,1,212512,Globobulimina turgida,,eukaryota,FALSE,82424.28158,100,100,8.242428158,27,,,93.9316,52.6667,10^-19.0947,,,,,,,,,,,,,,,,,
100860,2,100860,Aphanomyces,,eukaryota,FALSE,82424.28158,100,100,0.610550234,2,,,91.892,37,10^-8.78321,,,,,100,8.852978392,29,1,27,40.7361,42.1481,10^0.851891,,,,,"[157072, 120398, 112090]"
157072,1,100860,Aphanomyces invadans,,eukaryota,FALSE,82424.28158,100,,,,,,,,,,,,,100,8.242428158,27,1,27,39.535,43,10^0.92,,,,,
120398,1,100860,Aphanomyces stellatus,,eukaryota,FALSE,6105.50234,100,,,,,,,,,,,,,100,0.610550234,2,,,55.75,31.5,10^0.000534,,,,,
112090,1,100860,Aphanomyces astaci,,eukaryota,FALSE,6105.50234,100,100,0.610550234,2,,,91.892,37,10^-8.78321,,,,,,,,,,,,,,,,,
504481,2,504481,Sediminibacterium,,bacteria,FALSE,80911.62597,50.0084798,,,,,,,,,,,,,50.0084798,26.55893518,87,2,66,47.0144,44.5244,10^0.419269,0.214368,0.526802,,,"[1086393, 1917865, 2080766, 1978412, 413434, 1267211, 426421, 669455]"
1086393,1,504481,Sediminibacterium goheungense,,bacteria,FALSE,80911.62597,100,,,,,,,,,,,,,100,16.1795812,53,1,51,31.6036,54.0408,10^0.498776,,,,,
1917865,1,504481,Sediminibacterium sp.,,bacteria,FALSE,15518.60828,56.47356532,,,,,,,,,,,,,56.47356532,5.494952106,18,1,15,54.6298,28.8235,10^0.584706,0.0326538,0.0967231,,,
2080766,1,504481,Sediminibacterium sp. FEMGT703S,,bacteria,FALSE,6106.537809,100,,,,,,,,,,,,,100,1.221100468,4,,,69,32.25,10^2.22527e-05,,,,,
1978412,1,504481,Sediminibacterium roseum,,bacteria,FALSE,4579.903357,100,,,,,,,,,,,,,100,0.915825351,3,,,91.8,32.3333,10^2.79163e-10,,,,,
413434,1,504481,Sediminibacterium ginsengisoli,,bacteria,FALSE,4579.903357,100,,,,,,,,,,,,,100,0.915825351,3,,,98.9667,32.3333,10^1.50003e-09,,,,,
1267211,1,504481,Sediminibacterium sp. C3,,bacteria,FALSE,1011.502967,16.56426274,,,,,,,,,,,,,16.56426274,1.221100468,4,,,93.45,31.75,10^1.97751e-07,0.017132,0.0726847,,,
426421,1,504481,Sediminibacterium salmoneum,,bacteria,FALSE,4.415056465,0.289201941,,,,,,,,,,,,,0.289201941,0.305275117,1,,,83.9,31,10^8.84e-07,0.164583,0.486484,,,
669455,1,504481,Sediminibacterium magnilacihabitans,,bacteria,FALSE,2.004271675,0.131286941,,,,,,,,,,,,,0.131286941,0.305275117,1,,,71.9,32,10^1.41e-07,0.209858,0.726783,,,
34098,2,34098,Blattabacterium,,bacteria,FALSE,79371.53041,100,100,7.937153041,26,,,91.1373,47.4762,10^-14.1658,,,,,-100,0,0,,,0,0,10^0,0.0438838,0.148661,,,[1653831]
1653831,1,34098,Blattabacterium cuenoti,,bacteria,FALSE,79371.53041,100,100,7.937153041,26,,,91.1373,47.4762,10^-14.1658,,,,,,,,,,,,,,,,,
6411,2,6411,Helobdella,,eukaryota,FALSE,79371.53041,100,100,7.937153041,26,,,88.5178,62.04,10^-19.6627,,,,,,,,,,,,,,,,,[6412]
6412,1,6411,Helobdella robusta,,eukaryota,FALSE,79371.53041,100,100,7.937153041,26,,,88.5178,62.04,10^-19.6627,,,,,,,,,,,,,,,,,
5157,2,5157,Ceratocystis,,eukaryota,FALSE,79371.53041,100,,,,,,,,,,,,,100,7.937153041,26,1,26,39.56,91,10^3.16e-17,,,,,[88771]
88771,1,5157,Ceratocystis platani,,eukaryota,FALSE,79371.53041,100,,,,,,,,,,,,,100,7.937153041,26,1,26,39.56,91,10^3.16e-17,,,,,
369248,2,369248,Vollenhovia,,eukaryota,FALSE,76318.77924,100,-100,0,0,,,0,0,10^0,0.0146245,0.0620466,,,100,7.631877924,25,,,96.2792,27.375,10^4.06606e-05,,,,,[411798]
411798,1,369248,Vollenhovia emeryi,,eukaryota,FALSE,76318.77924,100,-100,0,0,,,0,0,10^0,0.0146245,0.0620466,,,100,7.631877924,25,,,96.2792,27.375,10^4.06606e-05,,,,,
1302410,2,1302410,Candidatus Annandia,,bacteria,FALSE,73266.02807,100,100,7.326602807,24,,,78.6438,52.2,10^-7.87896,,,,,,,,,,,,,,,,,[1302411]
1302411,1,1302410,Candidatus Annandia adelgestsuga,,bacteria,FALSE,73266.02807,100,100,7.326602807,24,,,78.6438,52.2,10^-7.87896,,,,,,,,,,,,,,,,,
52959,2,52959,Polaribacter,,bacteria,FALSE,72583.56396,69.93071449,69.93071449,12.82155491,42,,,90.7051,47.7143,10^-13.3253,0.0623464,0.182455,,,-100,0,0,,,0,0,10^0,0.0909485,0.212963,,,"[1529069, 1855336]"
1529069,1,52959,Polaribacter sp. BM10,,bacteria,FALSE,72583.56396,100,100,10.37935398,34,,,94.2103,43.4444,10^-13.7466,,,,,,,,,,,,,,,,,
1855336,1,52959,Polaribacter sp. KT25b,,bacteria,FALSE,17078.48564,100,100,2.442200936,8,,,78.8753,62.125,10^-11.9033,,,,,,,,,,,,,,,,,
153220,2,153220,Contarinia,,eukaryota,FALSE,70213.27691,100,100,1.831650702,6,,,90.3002,84.6667,10^-33.5955,,,,,100,5.189676989,17,1,7,62.5739,50.3125,10^0.0271439,,,,,[265458]
265458,1,153220,Contarinia nasturtii,swede midge,eukaryota,FALSE,70213.27691,100,100,1.831650702,6,,,90.3002,84.6667,10^-33.5955,,,,,100,5.189676989,17,1,7,62.5739,50.3125,10^0.0271439,,,,,
72691,2,72691,Lottia,,eukaryota,FALSE,70213.27691,100,100,7.021327691,23,,,89.9167,66.8261,10^-23.6937,,,,,-100,0,0,,,0,0,10^0,0.0337553,0.143212,,,[225164]
225164,1,72691,Lottia gigantea,owl limpet,eukaryota,FALSE,70213.27691,100,100,7.021327691,23,,,89.9167,66.8261,10^-23.6937,,,,,-100,0,0,,,0,0,10^0,0.0337553,0.143212,,,
3815,2,3815,Abrus,,eukaryota,FALSE,70213.27691,100,100,6.716052574,22,,,94.8967,49.6,10^-17.4041,,,,,100,0.305275117,1,,,93.9,33,10^1.12e-05,,,,,[3816]
3816,1,3815,Abrus precatorius,Indian licorice,eukaryota,FALSE,70213.27691,100,100,6.716052574,22,,,94.8967,49.6,10^-17.4041,,,,,100,0.305275117,1,,,93.9,33,10^1.12e-05,,,,,
7354,2,7354,Scaptodrosophila,,eukaryota,FALSE,68504.31367,100,100,3.05275117,10,,,88.4247,72.4,10^-25.259,,,,,65.84485467,9.463528626,31,1,5,84.1524,37.1613,10^7.31702e-05,0.0337553,0.143212,,,"[7225, 223246]"
7225,1,7354,Scaptodrosophila lebanonensis,,eukaryota,FALSE,68504.31367,100,100,2.747476053,9,,,88.3986,69.6667,10^-23.7815,,,,,65.84485467,9.463528626,31,1,5,84.1524,37.1613,10^7.31702e-05,0.0337553,0.143212,,,
223246,1,7354,Scaptodrosophila pattersoni,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,88.66,97,10^-38.5568,,,,,,,,,,,,,,,,,
454922,2,454922,Diachasma,,eukaryota,FALSE,67655.18145,100,100,3.968576521,13,,,90.3357,50,10^-15.0589,,,,,57.20275981,8.547703275,28,,,94.948,29.48,10^1.28918e-05,0.0438838,0.148661,,,[454923]
454923,1,454922,Diachasma alloeum,,eukaryota,FALSE,67655.18145,100,100,3.968576521,13,,,90.3357,50,10^-15.0589,,,,,57.20275981,8.547703275,28,,,94.948,29.48,10^1.28918e-05,0.0438838,0.148661,,,
637852,2,637852,Gongylonema,,eukaryota,FALSE,67160.52574,100,,,,,,,,,,,,,100,6.716052574,22,2,22,36.9802,46.4,10^0.1024,,,,,[637853]
637853,1,637852,Gongylonema pulchrum,,eukaryota,FALSE,67160.52574,100,,,,,,,,,,,,,100,6.716052574,22,2,22,36.9802,46.4,10^0.1024,,,,,
6953,2,6953,Dermatophagoides,,eukaryota,FALSE,67160.52574,100,100,6.716052574,22,,,84.2359,76.5,10^-21.8692,,,,,-100,0,0,,,0,0,10^0,0.200608,0.353653,,,[6956]
6956,1,6953,Dermatophagoides pteronyssinus,European house dust mite,eukaryota,FALSE,67160.52574,100,100,6.716052574,22,,,84.2359,76.5,10^-21.8692,,,,,-100,0,0,,,0,0,10^0,0.200608,0.353653,,,
3826,2,3826,Cicer,,eukaryota,FALSE,66473.65966,100,56.41305428,11.29517933,37,,,92.1631,78.8378,10^-32.2953,0.0852849,0.198711,,,100,3.05275117,10,,,89.27,32.5,10^5.36029e-06,,,,,[3827]
3827,1,3826,Cicer arietinum,chickpea,eukaryota,FALSE,66473.65966,100,56.41305428,11.29517933,37,,,92.1631,78.8378,10^-32.2953,0.0852849,0.198711,,,100,3.05275117,10,,,89.27,32.5,10^5.36029e-06,,,,,
1930240,2,1930240,Zelonia,,eukaryota,FALSE,64107.77457,100,100,7.021327691,23,,,88.9469,78.7826,10^-28.4894,,,,,100,0.305275117,1,,,83.9,31,10^5.04e-08,,,,,"[372075, 2291722]"
372075,1,1930240,Zelonia costaricensis,,eukaryota,FALSE,64107.77457,100,100,6.10550234,20,,,88.2238,83.25,10^-30.2279,,,,,100,0.305275117,1,,,83.9,31,10^5.04e-08,,,,,
2291722,1,1930240,Zelonia sp. TCC2547,,eukaryota,FALSE,9158.253509,100,100,0.915825351,3,,,93.7673,49,10^-16.8994,,,,,,,,,,,,,,,,,
1910899,2,1910899,Naematelia,,eukaryota,FALSE,64107.77457,100,,,,,,,,,,,,,100,6.410777457,21,1,20,55.5552,30.1429,10^0.047619,,,,,[71784]
71784,1,1910899,Naematelia encephala,,eukaryota,FALSE,64107.77457,100,,,,,,,,,,,,,100,6.410777457,21,1,20,55.5552,30.1429,10^0.047619,,,,,
3995,2,3995,Jatropha,,eukaryota,FALSE,64107.77457,100,100,6.10550234,20,,,91.2556,47.9444,10^-14.5814,,,,,100,0.305275117,1,,,100,32,10^9.7e-11,,,,,[180498]
180498,1,3995,Jatropha curcas,,eukaryota,FALSE,64107.77457,100,100,6.10550234,20,,,91.2556,47.9444,10^-14.5814,,,,,100,0.305275117,1,,,100,32,10^9.7e-11,,,,,
195164,2,195164,Agrilus,,eukaryota,FALSE,63890.88857,100,65.31014781,10.68462909,35,,,86.4485,77.2727,10^-25.7507,0.0384219,0.16301,,,100,1.831650702,6,,,95.15,29.1667,10^0.000143886,,,,,[224129]
224129,1,195164,Agrilus planipennis,emerald ash borer,eukaryota,FALSE,63890.88857,100,65.31014781,10.68462909,35,,,86.4485,77.2727,10^-25.7507,0.0384219,0.16301,,,100,1.831650702,6,,,95.15,29.1667,10^0.000143886,,,,,
