Sample	NMDS1	NMDS2	NMDS3	NMDS4	NMDS5	NMDS6	NMDS7	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Family	SubFamily	Tribe	Tissue2	Tissue3	Continent	Sociality2
SRR1503133	-0.215274949876971	-0.221451172691962	0.233795973472592	-0.209347373877132	-0.059154146906638	-0.0322128683994469	0.00601176679377925	Nomada lathburiana	Solitary	Female	whole body	Germany	RNA	PRJNA252330	2011	April	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Nomada	Apidae	Nomadinae	Nomadini	whole body	whole body	Europe	Solitary
SRR17475010	0.356050367254584	0.0620548698608445	0.00974094151312428	-0.125008256566488	0.00594382781629292	-0.0172693029068867	0.0205548969417526	Apis mellifera	Eusocial	Female	abdomen	China	RNA	PRJNA793424	2020	September	Paired	RANDOM	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	abdomen	abdomen	Asia	Complex Eusocial
SRR18500042	0.357665765458663	0.095291113955742	-0.00291908872623212	-0.0671385466084092	0.0113420174553062	0.0491504259392653	-0.0100652814238272	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500043	0.334044963528199	0.0599229501046867	-0.0672881699329555	0.0126817814981723	0.0956986003163251	-0.0116065580020036	0.0452383752604379	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500044	0.325341775110493	0.0617061961685671	-0.0369306853997472	-0.0674822800004874	-0.0350477391258622	0.0220091109024437	-0.0131369622307051	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500045	0.35605036583394	0.0620548756387168	0.00974094131642257	-0.125008255802939	0.00594382723695278	-0.0172693055788731	0.0205548986968981	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500050	0.270292999531968	0.00674792109347689	-0.0676610948790672	-0.053848878478608	-0.109316134214646	0.00517971630934578	-0.0047592806304528	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500061	0.356050363738796	0.0620548839779594	0.00974094101957904	-0.125008254788714	0.00594382653270863	-0.0172693094536915	0.0205549010155561	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500072	0.225510548814235	-0.0082634498391779	-0.0779752721070285	0.169485712893256	0.207831579950944	-0.0703148575762488	0.112796844013868	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500076	0.301548495147291	0.0452215749642898	-0.0933440023595188	0.0716375781570078	0.0776834588598541	0.011594693862473	0.0442492248228279	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500077	0.190307455953958	-0.0471382721843274	-0.127880756966697	0.0130790941237826	-0.178505959103881	-0.00479149999990772	-0.00773708848083462	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500078	0.318795139231145	0.0605208896589678	-0.0701050297330122	0.039765064285503	-0.0616854386387627	0.054251659733123	-0.0712004663453692	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500079	0.368018893270726	0.10815042713148	-0.00934657571326547	-0.0533925521354124	-0.000155899134699961	0.0232707954081518	-0.0102389315159422	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500080	0.348435196887381	0.0823480261838843	0.00453866177710456	-0.0371096596794685	0.0236603313204569	0.0871062814666633	-0.0539885467667351	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500081	0.323315233773388	0.0693744976346175	-0.0711425202927186	-0.0326834996384259	-0.012228065873676	0.0399529981441453	-0.0606808067956924	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500082	0.165410311527988	0.105218033521417	-0.0999967515522743	-0.00350688321501236	-0.114395622744164	0.0233504364287984	-0.0334022843588028	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500084	0.268359013688434	0.0188333506269237	-0.0997543776826522	-0.00811473552658055	-0.105984130120263	0.0364851635880847	-0.0305958247104391	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500085	0.345097194000301	0.0849110229817282	-0.0459925080397196	-0.0737214306183291	0.035808194355054	0.0127990460283249	-0.03227308489255	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500086	-0.170283792222802	0.289198981988061	-0.0580657862822154	-0.0247779841170679	0.0130078141926725	-0.0335398831863782	0.0101504291880455	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500087	0.191778160398247	-0.0432650401516937	-0.118502954851435	0.0153636634208566	-0.185888860633063	-0.000264334842569897	-0.00216378751965539	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500088	0.356018603801092	0.112024655987676	-0.0505780064637889	0.00760969502423505	0.0490735054831074	0.0192683325627449	-0.0204765168573112	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500090	-0.178585745587985	0.297595096657758	-0.0344468648591757	-0.0616800024720476	0.0254008907732033	-0.0171069680453157	-0.00323238430326592	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR18500091	0.356050364974093	0.0620548790839154	0.00974094119544112	-0.125008255372695	0.00594382692912133	-0.0172693071773162	0.0205548996822885	Apis mellifera	Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	Oceania	Complex Eusocial
SRR2001612	-0.152156620485679	-0.156562010850726	-0.0480001525996685	0.151954801194556	0.162322990998076	0.0128744277397209	-0.332556907222181	Habropoda laboriosa	Solitary	Male	whole body	Florida	RNA	PRJNA279436	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Habropoda	Apidae	Apinae	Anthophorini	whole body	whole body	North America	Solitary
SRR2001766	-0.0468247186936329	-0.124419620108091	0.16604668439041	-0.0622120677466453	0.0953293863735074	-0.0441135559324058	0.257408654428943	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Halictidae	Rophitinae	Rophitini	whole body	whole body	North America	Solitary
SRR2396653	0.0028422287224862	-0.112459019385298	-0.170435071306856	0.0821382840703341	-0.317950723339985	-0.0478296260350083	-0.011686610776787	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Israel	RNA	PRJNA295976	2015	NA	Single	CDNA	Illumina Genome Analyzer	Illumina	Illumina Genome Analyzer	Bombus	Apidae	Apinae	Bombini	abdomen and fatbody	abdomen and fat body	Asia	Primitive Eusocial
SRR2895251	0.132398749723062	0.138539807133102	0.246095720793252	0.222834120938881	-0.0712931805730997	-0.00213812706926572	0.021137271657384	Osmia bicornis	Solitary	Male	whole body	Germany	RNA	PRJNA285788	2016	May	Paired	POLYA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	whole body	whole body	Europe	Solitary
SRR2915407	-0.192392906353081	-0.225430872385543	0.230877864838663	-0.202199150494087	-0.0514919166109284	-0.0643742583177915	0.00616656870761189	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Apidae	Xylocopinae	Ceratini	whole body	whole body	Oceania	Polymorphic
SRR2954866	-0.196377620294597	-0.222194865165463	0.238409761471046	-0.195585029137088	-0.063181506513232	-0.0591805482391235	-0.00636410032904678	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Apidae	Xylocopinae	Ceratini	whole body	whole body	Oceania	Polymorphic
SRR3948531	-0.0436915023137976	-0.0846529608499216	-0.217892379219289	-0.384815541810743	0.144430598899838	0.0111857639715268	0.0274499448212383	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	July	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948548	0.240306882186434	-0.0110745476742707	-0.0984117378783397	-0.178970648478839	0.0926695496050229	0.100400252563939	-0.00785548945118993	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	July	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948572	-0.158305002357623	-0.218548092400423	-0.132924543837984	-0.225544865230255	0.116090286541794	-0.0905111141596734	0.118414755520956	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948577	-0.0287319712790077	-0.0519428393561023	-0.236883923135301	-0.349531027784664	0.214204524234709	-0.126459586024429	0.0428174438931066	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	July	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR5109826	-0.260864643366954	0.318194139614557	-0.0367488729458132	-0.0376293265784821	0.00307216138185216	-0.0124930460982875	0.000369431759549201	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5109829	-0.260864676042165	0.31819414709759	-0.0367489201413664	-0.0376292999574391	0.0030721968551584	-0.0124927881555323	0.000369458583444901	Apis mellifera	Eusocial	Female	whole body	Netherlands	RNA	PRJNA357165	2014	July	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Europe	Complex Eusocial
SRR5109832	-0.260864673521792	0.318194146494025	-0.0367489164785277	-0.03762930202645	0.0030721940457359	-0.0124928082504649	0.000369456524318434	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5117446	0.112122411906849	-0.0163707115003688	-0.165682679553403	0.303866919723858	0.266025958276853	-0.111633611539914	0.193212776152881	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	June	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117450	-0.260864664867473	0.318194144531804	-0.0367489039977993	-0.037629309061261	0.00307218470218555	-0.0124928764267452	0.000369449414163003	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	August	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5253659	-0.0857446860908789	-0.0533625061534487	-0.0954539482969631	-0.195305409059232	0.018583716706831	0.336246441214515	0.107387378381172	Halictus sexcinctus	Polymorphic	Unknown	whole body	Switzerland	RNA	PRJNA374528	2017	NA	Single	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Halictus	Halictidae	Halictinae	Halictini	whole body	whole body	Europe	Polymorphic
SRR5387735	0.356050364448846	0.0620548811792256	0.0097409411211936	-0.12500825511555	0.00594382674869197	-0.017269308150387	0.0205549002705613	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR5387737	0.356050365866203	0.0620548755126573	0.00974094132108361	-0.12500825581711	0.0059438272458615	-0.0172693055200802	0.020554898664653	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR5387738	0.356050363728236	0.0620548840237422	0.00974094101822319	-0.125008254781296	0.00594382652606693	-0.0172693094745884	0.0205549010327906	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR6148364	0.147072894388875	-0.0367066682378647	0.237210494801844	0.0581815214381216	0.0647838508196545	0.137471708353006	0.0368768402460003	Osmia cornuta	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148366	-0.263716520110302	0.277348910057004	-0.0267346007373342	-0.0437831879757795	0.0171775094700787	-0.0200981577906846	-0.00578871703759473	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148371	-0.0511776670625199	-0.133751580653748	-0.0919689273246505	0.0259249776098429	0.205018303152354	0.000856486631679161	-0.312935363979188	Osmia cornuta	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148374	0.33655466651612	0.0855631538371403	0.0368694868314619	-0.0350009707605948	0.0284733967315473	-0.0952202719463965	-0.0882343705317768	Bombus terrestris	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148376	0.14288892554068	0.0164235546449426	0.0459269519187775	-0.00996238881094281	-0.00433689644509753	-0.122901408758166	-0.179651797496746	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148378	-0.256587870375039	0.288716521753876	-0.0526542680697263	-0.018931159818439	0.0183041273002046	-0.0159186427908045	-0.0197441964228762	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148379	0.02911271236287	-0.0953967082521955	-0.017147426772927	0.077973875137257	0.166600493000462	0.0419273753195308	-0.294782929407844	Osmia bicornis	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR8335253	-0.215274949925569	-0.221451172716782	0.233795973449073	-0.209347373854603	-0.0591541468810758	-0.0322128684267797	0.00601176684882341	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	whole body	whole body	Asia	Solitary
SRR8335256	-0.225137400823779	-0.127071403274363	0.328322155826584	0.0835156766776066	-0.0563961378334488	-0.047650815092484	0.0647667918235486	Apis mellifera	Eusocial	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR8335258	-0.215274949895641	-0.221451172701637	0.233795973463317	-0.209347373868911	-0.0591541468954805	-0.0322128684103012	0.00601176681560208	Apis mellifera	Eusocial	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR8754036	-0.257990485520011	-0.287985011960127	-0.455590420502948	-0.000589519726222274	0.0674372317287756	0.00690715014410019	0.0181290896740135	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754038	0.0085329059680389	-0.0916282678397713	-0.209562319425363	0.129650545436711	-0.323064399966945	-0.0367816534449347	-0.00630031935548291	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8867392	-0.260864636273806	0.31819413798507	-0.036748862696967	-0.0376293323595414	0.00307215366807466	-0.0124931021310788	0.000369425939267539	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	November	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
SRR8867393	-0.260864637570961	0.318194138296	-0.0367488645816723	-0.0376293312954669	0.00307215511483285	-0.0124930917856891	0.000369426998296833	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
SRR8867395	-0.267457450491735	0.288143447508369	-0.0509872823318144	-0.017246435694233	0.0234181893406869	-0.0189557601085781	0.000489345726248597	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	November	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
